content,sentiment,processed
"Mua thịt trứng - 2 ốp La
Mà chỉ  có ốp La",neg,mua thịt trứng 2 ốp lamà ốp la
"thịt sườn nhưng quá mở ko ăn được luôn, nhìn thôi đã thấy ngán, hy vọng lần sau ko gặp thế này nữa",neg,thịt sườn không ngán hy_vọng không
"Bán gì mắc quá là mắc, 25 ngàn được 3 miếng thịt, 5 cọng bún, có điên không, dẹp tiệm đi",neg,mắc mắc 25 ngàn 3 miếng thịt 5 cọng bún điên không dẹp_tiệm đi
"quá tệ, đặt mua trà sữa mình có tip pudding top thêm bánh flan mà lúc giao lại k có plan thật sữa ko bao mua nữa ,",neg,tệ mua trà sữa tip pudding top bánh flan giao không plan sữa không bao_mua
"không hài lòng vì hồng trà rẻ mà còn ngon,mua hoài hết tiền rồi 😢",neg,không hài_lòng hồng trà rẻ ngon mua hoài tiền 😢
Ăn Không có vị chi luôn . Nấu quên bỏ gia vị hả chị ơi.,neg,ăn_không vị_chi nấu quên gia_vị hả
Ghi được tặng túi canvas mà ko thấy đâu hết,neg,ghi tặng túi canvas không
38k đưa phần cơm cái đùi chút xíu ( thua cơm 25k. Ăn không no,neg,38k cơm đùi chút_xíu thua cơm 25k ăn_không no
Ko hợp khẩu vị@@,neg,không hợp_khẩu_vị
không ngon .tôi sẽ ko quay lại lần sau... mong quán cải thiện về giá vị,neg,không ngon không mong quán cải_thiện giá vị
bún riêu mà ko có bún thì ăn kiểu gì..quán coi lại đơn trước khi giao nha,neg,bún riêu không bún kiểu quán coi đơn giao nha
"thịt ít, lá lốt bọc quá nhiều, giá khá mắc so với giá tiền và những nơi khác",neg,thịt lá_lốt bọc giá khá mắc giá tiền khác
"Mua 3 xuất liền mà ko cho cốc canh nào để ăn 
Mua ở tại quán rẻ hơn ở app nhiều",neg,mua 3 xuất liền không cốc canh mua quán rẻ app
"mề gà ăn rất là hôi, cắn 1 miếng rồi phải bỏ luôn cả hộp",neg,mề_gà hôi cắn 1 miếng hộp
có mùi vị của sữa chua? vẫn còn sót hạt chanh trong khi các cơ sở khác ko để xảy ra lỗi như vậy?,neg,mùi_vị sữa_chua sót hạt chanh cơ_sở khác không xảy lỗi như_vậy
Thiếu ớt và quất,neg,ớt quất
"Đặt 8 cuốn mà giao có 6 cuốn, thiếu 2 cuốn. Không hài lòng ",neg,8 giao 6 2 không hài_lòng
trứng dở,neg,trứng dở
e rất mong nhà mình khi bán đồ mang về phải kiếm tra kĩ đồ giúp e với ạ chứ gà mang về còn sống này e ăn kiểu gì ạ,neg,e mong đồ kiếm tra kĩ đồ giúp e gà sống e kiểu
"quá là dở, gà thì mặn vs ko đc giòn cho lắm, làm cái hộp bự mà nhìn vô thì mì ít vs đồ ăn ít, mong tiệm mik làm cho mà khách ăn đc ạ",neg,dở gà mặn vs không đc giòn lắm hộp bự vô mì vs đồ mong tiệm mik đc
chê nha. đắt còn dở. không mua lần 2. quá mệt mỏi rồi . ok,neg,chê nha đắt dở không mua 2 mệt_mỏi ok
"Nước quá mặn, mình ko thể nào ăn nổi, ",neg,mặn không_thể nổi
đặt 3 trái 1 trái cacao 2 truyền thống . Sao giao 1 trái đậu biếc vậy?,neg,3 trái 1 trái cacao 2 truyền_thống giao 1 trái đậu biếc_vậy
"gà cháy đen xì đắng ko ăn nổi, shop nên xem lại cách bán hàng",neg,gà cháy đen xì đắng không nổi shop xem_lại hàng
"Đặt thêm 1 phần bún thêm mà ko thấy giao, gọi tài xế ko được",neg,1 bún không giao gọi tài_xế không
"Ko hợp với khẩu vị mình🥲
Gà xé mà ăn kèm đu đủ nó ko hợp",neg,không hợp khẩu_vị 🥲 gà xé kèm đu_đủ không hợp
Tại sao tôi đặt tôm rim thịt và giao món khác tôi không ăn được. Hết món nên tự ý đổi và giao luôn. Quán cơm kỳ cục nhất tôi từng ăn!! QUÁ TỆ,neg,tại_sao tôm rim thịt giao món khác không món tự_ý đổi giao quán cơm kỳ_cục tệ
Cốc ô lông của mình dập ko chắc nên bị đổ mất 1 nửa ,neg,cốc ô lông dập không đổ 1 nửa
ĐẶT DÂU TẰM GIAO DÂU TƯƠI ? PHẢI ĐỌC ĐƠN CHO KỸ RỒI LÀM CHỨ ?,neg,dâu_tằm giao dâu tươi đọc đơn kỹ
"bằng giá tiền mình order nhiều nơi rồi nhưng ở đây tệ quá,ngấy,1 tôm xiên bổ làm đôi topping khá ít.Thất vọng và ko quay lại",neg,giá tiền order tệ ngấy 1 tôm xiên bổ đôi topping khá thất_vọng không
"Đề nghị lần sau bỏ ít ớt thôi hoặc bỏ riêng ớt ra, ko f ai cũng ăn ớt được hoặc ăn cay đc mà mà nhiều ớt vậy đâu,  ớt thì cay muốn chết luôn, bỏ ớt cả muỗng, mua về chỉ có bỏ",neg,đề_nghị ớt ớt không f ớt cay đc ớt ớt cay chết ớt muỗng mua
mỳ hôm nay ăn cảm giác nhạt với ko cay như trước .... ít topping nữa viên mực hơi chua nhẹ,neg,mỳ hôm_nay cảm_giác nhạt không cay topping viên mực hơi chua nhẹ
"Trà đào dưa lưới vị rất là gắt, gây khó chịu cho người uống, nên chỉnh sửa lại vị thanh đạm một chút",neg,trà đào dưa lưới vị gắt khó_chịu uống chỉnh_sửa vị thanh_đạm một_chút
Bún thiếu chân giò nha,neg,bún chân_giò nha
Giao thiếu 2 chai nước,neg,giao 2 chai
"mình gọi milo dầm trân châu đường đen, thêm pudding trứng. cái linh hồn của món là milo dầm, mà chả có miếng milo nào. chán thế chứ lại. pha chế quên 3 4 lần rồi. khi thì quên trân châu, khi quên hạt xanh, lần này quên milo :v. chán thật. hi vọng quán đọc cmt này của mình, để khi làm việc để ý hơn.",neg,gọi milo dầm trân_châu đường đen pudding trứng linh_hồn món milo dầm chả miếng milo chán chứ_lại pha_chế quên 3 4 quên trân_châu quên hạt xanh quên milo v chán hi_vọng quán đọc cmt làm_việc để_ý
cửa hàng giao thiếu 1 phần canh khổ qua hôm qua mình đặt cơm. Cửa hàng hãy kiểm tra đơn trước khi giao cho khách,neg,cửa_hàng giao 1 canh khổ_qua hôm_qua cơm cửa_hàng kiểm_tra đơn giao
hơi chua một tí,neg,hơi chua một_tí
"Hôm nay uống ko ngon như bữa uống ,  hồng trà tắc xí muội mà k có mùi xí nuôi luôn á , được miếng xíu chán ghê",neg,hôm_nay uống không ngon bữa uống hồng trà tắc xí muội không mùi xí nuôi miếng xíu chán ghê
Ống mút toàn cắm sẵn như uống thừa của người khác vậy ko phải lần đầu.,neg,ống mút toàn cắm sẵn uống thừa khác không đầu
"oder 5 ly có một ly trà sữa matcha, vậy mà làm nhầm truyền thống,mong xem xét lại",neg,oder 5 ly ly trà sữa matcha vậy_mà nhầm truyền_thống mong xem_xét_lại
tưởng ớt để riêng ai dè cho chung bún.mình là người ko ăn đc ớt nữa chứ,neg,tưởng ớt dè bún không đc ớt
"Đường đen hơi bị khét, dồi sụn cũng chưa ngon lắm, giá rẻ. Mong quán khắc phục.",neg,đường đen hơi khét dồi sụn ngon lắm giá rẻ mong quán khắc_phục
uống ở các cơ sở khác trà xí muội nước trong còn ở cơ sở này 2l đều đục như này ko biết là khác hay sao ạ. vì menu ko có ảnh món thực tế nên cũng ko biết đc như thế nào. chủ quán nên đổi ảnh menu như thực tế để dễ hình dung hơn,neg,uống cơ_sở khác trà xí muội cơ_sở 2l đục không khác menu không ảnh món thực_tế không đc thế_nào chủ quán đổi ảnh menu thực_tế hình_dung
Làm ơn lần sau cho cái họp để ăn. Lỡ ngoài đường là hết ăn luôn. Ăn không ngon,neg,làm_ơn họp lỡ đường ăn_không ngon
hình thì chụp 2 miếng. đặt thì giao 1cái đùi gà nhỏ  như ngón tay,neg,hình chụp 2 miếng giao 1cái đùi gà ngón
"Nước chấm không ngon, nem không có vị, không được ngon lắm, cần cải thiện",neg,nước_chấm không ngon nem không vị không ngon lắm cải_thiện
"Note rõ ràng không pate, không đồ chua, cho ớt cay. Mà bán cái ổ bánh mì vẫn cố chấp cho pate vào, và KHÔNG 1 miếng ớt nào hết ăn rất dở!!! Chủ quán cố chấp bảo thủ!!!",neg,note rõ_ràng không pate không đồ chua ớt cay ổ bánh_mì cố_chấp pate không 1 miếng ớt dở chủ quán cố_chấp bảo_thủ
"Ít bò, ăn có mảnh bao bì nhựa trong cơm",neg,bò mảnh bao_bì nhựa cơm
Ít nước dùng quá không được 1 chén mì xíu rất nhiều rất ngon thịt nhiều dày,neg,nước_dùng không 1 chén mì xíu ngon thịt dày
Đặt trân châu sợi shipper kêu thế bằng trân châu đen nhưng cuối cùng là không có trân châu nào cả,neg,trân_châu sợi shipper kêu trân_châu đen cuối_cùng không trân_châu
Đặt 4 cáimà giao có 2 cáiiiiiiiiii ??? Không hài lòng một chút nào cả!,neg,4 cáimà giao 2 không hài_lòng một_chút
. tôi chưa nhận được,neg,
"trước đây quán bán ngon, ly 700ml tự nhiên hôm nay mua shop hạ size còn 400ml, hụt hẫn sữa lại tất cả đánh giá trước đây. Sẽ ko quay lại",neg,quán ngon ly 700ml tự_nhiên hôm_nay mua shop hạ size 400ml hụt hẫn sữa tất_cả đánh_giá không
"Cái chỗ này làm như tương ớt tương cà là vàng hay gì mà dặn bao nhiêu lần xin thêm mà ko cho. Nguyên 1 phần gà lớn và khoai tây chiên mà cho vỏn vẹn 1 bịch tương ớt , 1 bịch tương cà. Mấy cái tương này đâu có bao nhiêu mà làm ăn kiểu này ai ăn nữa. Mua ở đây 7 8 lần rồi mà lần nào cũng dặn shopper , note ghi chú mà quán đéo cho. Làm ăn như cc",neg,chỗ tương_ớt tương cà vàng dặn bao_nhiêu không nguyên 1 gà khoai_tây chiên vỏn_vẹn 1 bịch tương_ớt 1 bịch tương cà mấy tương bao_nhiêu làm_ăn kiểu mua 7 8 dặn shopper note ghi_chú quán đéo làm_ăn cc
"Nem nướng cháy, ít hơn khi mua ở ngoài. Tệ. Quán ruột mà đặt qua app có trải nghiệm quá là tệ",neg,nem nướng cháy mua tệ quán ruột app trải nghiệm tệ
"Đang ăn thì nuốt phải 2 cọng dây nilong dài gần 1 gang tay, nuốt vô ko đc, ói ra cũng ko xong, may mà móc họng ra được, đã ăn nhiều lần nhưng lần này thật sự thất vọng, ko bao giờ quay trở lại",neg,nuốt 2 cọng dây nilong 1 gang nuốt vô không đc ói không xong may móc họng thật_sự thất_vọng không bao_giờ trở_lại
"e đặt cơm thố gà rang
sao lại đem em cơm rang ạ",neg,e cơm thố gà rangsao đem cơm_rang
"Bắp 45k/phần sốt cajun tưởng lạ lắm ai ngờ cũng y chang bắp xào bình thường thêm vài cục topping, đã vậy mình đặt cơm gà + bắp xào mà không cho 1 cây muỗng nữa @@",neg,bắp 45k sốt cajun tưởng lạ lắm ai_ngờ y chang bắp xào bình_thường cục topping cơm gà bắp xào không 1 muỗng
"Đặt 3 ly , 3 loại khác nhau , tiệm giao mà không note lại",neg,3 ly 3 khác tiệm giao không note
quá tệ. mọi ng nên cân nhắc trước khi đặt để không phải bỏ đi như mình,neg,tệ ng cân_nhắc không đi
Ảnh khi nhận không giống hình bán mong tiệm khác phục vấn đề này nhé,neg,ảnh không hình mong tiệm khác phục vấn_đề
Trong ghi chú rõ là có cả nạm với bò viên vậy sao trong phần không thấy?,neg,ghi_chú nạm bò viên không
Sao ko có mắm chấm vậy quán ...... Ko có mắm chấm sao ăn đây ạ,neg,không mắm chấm quán không mắm chấm
"Tệ bát ko che lại để dính mưa, mắm đổ hết ra ngoài rau",neg,tệ bát không che dính mưa mắm đổ rau
"Cháo ko có hành hay rau gì cả, cháo sườn mà như cháo trắng nấu nước xương, ko thấy 1 miếng vụn thịt băm nào. Không bao giờ mua lại.",neg,cháo không hành rau cháo sườn cháo trắng nấu xương không 1 miếng vụn thịt băm không bao_giờ mua
Ăn lần ko dám ăn lần nữa. bún xào hải sản tưởng nó trộn đất xào á Chưa thấy quan nào nấu ăn dở như quan này.,neg,không dám bún xào hải_sản tưởng trộn đất xào quan nấu_ăn dở quan
"Sợi mì lấy từ trong tủ lạnh ra sờ vào vẫn còn lạnh, shop nên rút kinh nghiệm",neg,sợi mì tủ_lạnh sờ lạnh shop rút kinh_nghiệm
Tuy nhiên ko hợp khẩu vị mình. Hơi nhạt. Măng cũng nhạt. Được cái quán làm theo ghi chú của mình nên cộng điểm.  Nên đựng đồ ăn vào hộp giấy hơn. Hộp nhựa kia mỏng dính và nhìn ko ngon nên mình phải đổ ra tô ăn.,neg,tuy_nhiên không hợp_khẩu_vị hơi nhạt măng nhạt quán ghi_chú cộng đựng đồ hộp giấy hộp nhựa kia mỏng_dính không ngon đổ tô
"1 cái bánh bằng 1 nửa trái tim thôi, ko bự như hình. gà này kiểu gà trộn với nấm..... và.... nói chung là ko nhiều gà như hình đâu, gà nóng, dưa chua ngon. đóng gói ok. mình ko hài lòng lắm nhưng vì quán chưa có đánh giá nên mình đánh hài lòng.",neg,1 bánh 1 nửa trái_tim không bự hình gà kiểu gà trộn nấm nói_chung không gà hình gà nóng dưa chua ngon đóng_gói ok không hài_lòng lắm quán đánh_giá đánh hài_lòng
trà sữa hơi đắng ,neg,trà sữa hơi đắng
thiếu gà xào nấm so với thực đơn chuẩn trên loship. lần đầu thiếu món,neg,gà xào nấm thực_đơn chuẩn loship đầu món
"Nếu đc chọn lại tôi sẽ ko mua mì này bởi vì vị của nó khá mặn , xúc xích phô mai mà như xúc xích thường",neg,đc không mua mì bởi_vì vị khá mặn xúc_xích phô_mai xúc_xích
"không ngon, giò còn hôi, riêng cá nhân mình thấy bỏ nhiều chả nên ăn ngán, rau cải bị úng",neg,không ngon giò hôi cá_nhân chả ngán rau cải úng
đặt bánh mình trứng xúc xích mà ko có 1 tí xúc xích nào. full trứng. :))))),neg,bánh trứng xúc_xích không 1 tí xúc_xích full trứng vui
"kêu ko lấy cải chua mà bỏ cải chua vô, để cái phần ghi chú chi mà ko đọc, bán cơm nhiều mà bán thảm như gì",neg,kêu không cải chua cải chua vô ghi_chú chi không đọc cơm thảm
"không ngon, chả cá bở, tôm nhỏ, vị không ngon, rau không tươi, nói chung ko đặt lại",neg,không ngon chả cá bở tôm vị không ngon rau không tươi nói_chung không
"mấy nay ko có cọng giòn giòn,bớt ngon nhé quán ơi!!!!!",neg,mấy không cọng giòn giòn bớt ngon quán
"bánh không giòn, có vị ngọt mình ko thích lắm. . .  . . .",neg,bánh không giòn vị không lắm
ly lớn mà rẻ nữa,neg,ly rẻ
Không ngon giở quá  chừng bỏ  chắc không bao giờ đặt nữa thề luôn không quan tâm,neg,không ngon giở quá_chừng không bao_giờ thề không quan_tâm
"bột chiên ko có miền cải ,Ko ngon ,ko vừa y, Giá mắc số với bình thường",neg,bột chiên không miền cải không ngon không y giá mắc bình_thường
Cơm cháy siêu chà bông mỡ hành 25k nhiêu đây! siêu đắt nha mn!,neg,cơm cháy siêu chà_bông mỡ hành 25k nhiêu siêu đắt nha_mn
hôm nay tokbokki bỡ quá ạ. kiểu mềm rục. nước súp lỏng. ko cay. ko ngon bằng hôm trước mình đặt,neg,hôm_nay tokbokki bỡ kiểu mềm rục súp lỏng không cay không ngon hôm
"kimbap rất tệ. cơm như kiểu chưa chín, nhân thì chả có gì nói chung là tốn tiền 🤬🤬🤬🤬",neg,kimbap tệ cơm kiểu chín nhân chả nói_chung tốn tiền 🤬
thức ăn ok nhưng cơm có 1 vài hôm là hơi sống thì phải quán nên kiểm tra lại nha,neg,thức_ăn ok cơm 1 hôm hơi sống quán kiểm_tra nha
Đặt sườn ốp la mà lại giao bán sườn không!!!! Làm ăn không uy tín,neg,sườn ốp la mà_lại giao sườn không làm_ăn_không uy_tín
"mình có order thêm bún thêm,có tính tiền nhưng lại ko cho thêm bún 🥲,hỏi giao hàng thì bạn bảo bên mình giao đơn như vậy",neg,order bún tiền không bún 🥲 giao hàng bảo giao đơn như_vậy
Nhận hàng mở ra thấy vậy  Quá là không hài lòng và sẽ không bao giờ đặt ở đây nữa 😡😡😡😡,neg,hàng không hài_lòng không bao_giờ 😡
mình đặt bún bò tái về bún nạm .và không có một cọng rau sống,neg,bún_bò tái bún nạm không cọng rau_sống
Quán giao thiếu mắm tôm cho em ạ😑.Mong quán sau khắc phục trường hợp này ạ.,neg,quán giao mắm_tôm 😑 mong quán khắc_phục trường_hợp
hôm nay mình đặt khôm có đào nhưng mà quán cho bù thạch vào gòi nói chung là vẫn ngon lắm,neg,hôm_nay khôm đào quán bù thạch gòi nói_chung ngon lắm
Hết topping nhưng cửa hàng không báo cho khách mà tự ý đổi sang cái khác,neg,topping cửa_hàng không báo tự_ý đổi khác
"Đồ ăn nguội quá. Bún ít, nước mắm mặn quá cửa hàng cần cải thiện hơn",neg,đồ nguội bún nước_mắm mặn cửa_hàng cải_thiện
Quán nên cho ít đường lại,neg,quán đường
Cơm cháy có mùi khét và cải xào có vị chua do để lâu ngày,neg,cơm cháy mùi khét cải xào vị chua
"đặt 2 tô bún để mình và đồng nghiệp cùng có 1 buổi sáng cuối tuần vui vẻ. Đồ ăn khá ngon, nước đậm đà. Tuy nhiên, 1 tô đổ ra thì có lẫn cỏ trong rau, 1 tô đang ăn dở thì phát hiện 1 bé sâu lẫn trong đó. Mong quán chú ý hơn trong khâu rửa rau.",neg,2 tô bún đồng_nghiệp 1 tuần vui_vẻ đồ khá ngon đậm_đà tuy_nhiên 1 tô đổ lẫn cỏ rau 1 tô dở phát_hiện 1 bé sâu lẫn mong quán chú_ý khâu rửa rau
"cơm ngon, vừa ăn, 1 phần 1 người ăn không hết luôn á  😅😅",neg,cơm ngon 1 1 không 😅 😅
Quá trời là đá. Uống nước ép mà tưởng uống đá ép vậy,neg,trời đá uống ép tưởng uống đá ép_vậy
"bột chiên đã cũ, bị chua mà còn chiên khét đen. mình mua cho bé 3 tuổi và 7 tuổi ăn mà ko dám đưa bé ăn luôn á. 
nui xào bò thì nui dai, bò có mùi. 
thất vọng thật sự. phải tìm món khác cho bé ăn. 
ko order quán này lần 2. 
mình định inbox riêng cho quán nhưng ko thấy có chỗ nào nên đành đăng lên đây.",neg,bột chiên cũ chua chiên khét đen mua bé 3 7 không dám bé nui xào bò nui dai bò mùi thất_vọng thật_sự món khác bé ăn_không order quán 2 định inbox quán không chỗ đành đăng
đặt có kem cheese nhưng quán không hề bỏ kem cheese. quá thất vọng 😠,neg,kem cheese quán không hề kem cheese thất_vọng 😠
Hồng trà có vẻ trà hư ... Cùng một chi nhánh...sao bên đây có vẻ pha khác 41Trần Quang Diệu ... Sẽ ko bao giờ đặt lại,neg,hồng trà vẻ trà hư chi_nhánh vẻ pha khác 41trần quang diệu không bao_giờ
"cơm ăn thấy bình thường, không ngon, cảm giác như đồ ăn để lại từ hôm qua",neg,cơm bình_thường không ngon cảm_giác đồ hôm_qua
"nước chấm có vị tệ kinh khủng, đồ thì lộn xộn chả ra đâu vào đâu",neg,nước_chấm vị tệ kinh_khủng đồ lộn_xộn chả
Khác mọi khi uống. Cốc khác vị khác. Thấy lạ Ko ngon như trước. Ko uống được,neg,khác uống cốc khác vị khác lạ không ngon không uống
"sữa tươi trân châu đường đen size L 29k quá dở so với tầm giá (thiếu ngọt và béo, kể cả trân châu cũng nhạt)",neg,sữa_tươi trân_châu đường đen size l 29k dở tầm giá béo kể_cả trân_châu nhạt
Bánh tráng quá dở. Mặn,neg,bánh_tráng dở_mặn
"phần đặc biệt ko giống như ảnh, quá nhỏ quá đắt so với giá, ko biết có phải giảm giá nên giảm bánh ko, nhưng như vậy thì ko bao giờ có lần sau",neg,đặc_biệt không ảnh đắt giá không giảm_giá bánh không như_vậy không bao_giờ
bán riết mắc qua 1phần 23k chỉ 1 miếng đậu phụ bé tí quán xem lại đi nhé ăn thì ngon mà bán vậy mắc quá,neg,riết mắc 1phần 23k 1 miếng đậu_phụ bé tí quán xem_lại đi ngon mắc
"Rau dập hết rồi sao ăn được hả quán ????????, lâu lâu ăn lại mà chán",neg,rau dập hả quán lâu_lâu chán
thiếu topping,neg,topping
"Mua 2 cốc trà quất khổng lồ mà nhạt quá, ko hài lòng",neg,mua 2 cốc trà_quất khổng_lồ nhạt không hài_lòng
Ko có trứng,neg,không trứng
Cơm không ngon sườn quá mỏng nước mắm thì nhạt ko nghe vị nộm hơi mùi nói chung ko hợp khẩu vị,neg,cơm không ngon sườn mỏng nước_mắm nhạt không vị nộm hơi mùi nói_chung không hợp_khẩu_vị
Ủa rồi cửa hàng xác nhận đơn rồi mà không làm đồ để shiper không lấy được. Mình mất tiền rồi mà chả nhận được cái gì. Không làm được thì tắt đi. Lừa đảo à?,neg,cửa_hàng xác_nhận đơn không đồ shiper không tiền chả không tắt đi lừa_đảo
"Tại sao giá 35k mà lại bán cho khách số lượng gà như thế này, mời quán coi lại cách làm việc của mình. Chân thành cảm ơn😡",neg,tại_sao giá 35k mà_lại số_lượng gà mời quán coi làm_việc chân_thành cảm_ơn 😡
Tôi đã dặn không cho mỡ hành và cho tôi xin nước chấm không cay mà giao đến cho tôi không đúng trong ghi chú.,neg,dặn không mỡ hành nước_chấm không cay giao không đúng ghi_chú
"Ko gửi đúng người , ko đúng địa điểm , ko thấy gọi , ko hài lòng với nhân viên này",neg,không gửi đúng không đúng địa_điểm không gọi không hài_lòng nhân_viên
"Đặt trà sữa có đặt thêm trân châu mà quán không cho,trong khi đó vẫn tính tiền trân châu. Thất vọng!!!",neg,trà sữa trân_châu quán không tiền trân_châu thất_vọng
"Đặt trà đào sữa thêm trân châu đen mà không có thêm trân châu đen, không tốn bao nhiêu nhưng hết hay không hết cũng không gọi báo cho khách để đổi topping khác, đơn đã thanh toán rồi muốn giao kiểu gì cũng được à?",neg,trà đào sữa trân_châu đen không trân_châu đen không tốn bao_nhiêu không không gọi báo đổi topping khác đơn thanh_toán giao kiểu
giao thiếu 1 hộp cá viên chiên nha quán đưa tiền đủ r kiểm lại còn có 1 hộp,neg,giao 1 hộp cá viên chiên nha quán tiền r kiểm 1 hộp
nui nhiều nhưng chỉ có vài lát mực và viên bò viên cắt 4 mà giá thì cao.,neg,nui lát mực viên bò_viên cắt 4 giá
"Vị rất nhạt nhẽo,nói chung không ngon.Cá nhân mình sẽ không đặt lại lần 2",neg,vị nhạt_nhẽo nói_chung không ngon cá_nhân không 2
"Ăn chay mà cho thẳng ớt vào là sao?  Cay vãi chưởng,để ngoài người ta còn lựa chọn có cho vào hay không chứ.",neg,ăn_chay thẳng ớt cay vãi chưởng người_ta lựa_chọn không
Quán quên không cho nem vào cho mình rồi quán ơi .Buồn buồn nha quán ơi😬😬,neg,quán quên không nem quán buồn_buồn nha quán 😬 😬
phải nói là quá tệ lắm luôn không thể chấp nhận được rồi được với món ăn này,neg,tệ lắm không_thể chấp_nhận món
1 cái bánh hẹ quán bán 20k thật sự mình k biết nói gì luôn á . thuế có 30% chứ có phải 100% đâu quì thật. tưởng 1 phần 2 cái,neg,1 bánh hẹ quán 20k thật_sự không thuế 30 100 quì tưởng 1 2
"Shipper giao thiếu sản phẩm theo đơn hàng, phản hồi shipper là do cửa hàng cũng cấp thiếu, vui lòng 2 bên kiểm tra và tự giải quyết, vui lòng kiểm tra số lượng trước khi cung cấp cho shipper",neg,shipper giao sản_phẩm đơn hàng phản_hồi shipper cửa_hàng vui_lòng 2 kiểm_tra giải_quyết vui_lòng kiểm_tra số_lượng cung_cấp shipper
"hehehe trà sữa hơi nhạt thì phải , không đậm vị trà sữa ah",neg,hehehe trà sữa hơi nhạt không đậm vị trà sữa ah
Trà quá ngọt,neg,trà
"shop ơi , tại sao đặt 2 phần mà khi giao chỉ có 1 phần gà",neg,shop tại_sao 2 giao 1 gà
cơm hôm nay k ngon ạ. sườn k phải sườn nướng. trắng tinh à . dặn ít cơm nhiều rau nhưng bỏ có 1 chút giá xào. huhu đặt nhiều lần mà giờ mới bị như thế này,neg,cơm hôm_nay không ngon sườn không sườn nướng trắng_tinh dặn cơm rau 1 chút giá xào huhu
"Kem chuối không ngon, vị như nước đá trộn với chuối để đông lạnh, nói chung quá thất vọng",neg,kem chuối không ngon vị nước_đá trộn chuối đông_lạnh nói_chung thất_vọng
socola mà uống như kẹo cà phê. . . . . . . . .,neg,socola uống kẹo cà_phê
"xúc xích có mùi chua của đồ thiu, quán đc giới thiệu là ngon mà lần đầu đặt đã thất vọng tràn trề",neg,xúc_xích mùi chua đồ thiu quán đc giới_thiệu ngon đầu thất_vọng tràn_trề
mình mua tô 48k xương thịt mà k hề có miếng thịt nào mình ăn ở đây vài lần thấy ngon mà lần này làm mình hơi thất vọng,neg,mua tô 48k xương thịt không hề miếng thịt ăn_ở ngon hơi thất_vọng
"Bí đỏ dồn chả nhưng chả nguội ngắt, bí còn sống. Chất lượng quá tệ.",neg,bí_đỏ dồn chả chả nguội_ngắt bí sống chất_lượng tệ
Cơm của quán rất ngon mng nên đặt nha,neg,cơm quán ngon mng nha
Bún có kiến quá nhiều😡,neg,bún kiến 😡
không ngon. mở ra thấy cọng tóc thấy sợ luôn. được mỗi mít nhiều còn lại không hài lòng,neg,không ngon cọng tóc sợ mít không hài_lòng
"cay quá, không ăn nổi :( :( :( :( :( . . .  . . .",neg,cay không nổi buồn buồn buồn buồn_buồn
Món ăn trên ứng dụng có bao gồm nước chanh kèm theo nhưng khi nhận hàng thì không có,neg,món ứng_dụng bao_gồm chanh kèm hàng không
không phải thịt heo quay mà là thịt heo rán ăn rất là ngán luôn,neg,không thịt heo thịt heo rán ngán
"Uống chán, đúng kiểu bị pha loãng , thạch sương sáo ko hiểu kiểu gì luôn, ko xứng với giá tiền dù mình đi mua chỗ khác cũng ko tệ như vậy",neg,uống chán đúng kiểu pha loãng thạch sương sáo không kiểu không xứng giá tiền đi mua chỗ khác không tệ như_vậy
Chanh leo đã hư rồi còn vắt cho cố vào thế shop. Mua ly chanh leo uống cho mát mà nuốt vào tý thì ói,neg,chanh_leo hư vắt cố shop mua ly chanh leo uống mát nuốt tý ói
"Mình order 2 hộp , 1 hộp bột chiên 1 trứng (30k) và 1 hộp 2 trứng (35k). Hộp 2 trứng có (CHỈ MAY MÀU TRẮNG ) lẫn trong đồ chua. Hộp 1 trứng chỉ có 6 miếng bột thôi … không lẽ mỗi miếng 5k… ? Order 2 hộp mà có một bịch nước tương… Buôn bán không có tâm không vệ sinh mà còn mắc nữa… không bao giờ order ở đây nữa 😑",neg,order 2 hộp 1 hộp bột chiên 1 trứng 30k 1 hộp 2 trứng 35k hộp 2 trứng may màu trắng lẫn đồ chua hộp 1 trứng 6 miếng bột … không_lẽ miếng 5k … order 2 hộp bịch tương … buôn_bán không tâm không vệ_sinh mắc … không bao_giờ order 😑
"Đũa ăn và giấy ăn ko có, mong quán bổ sung lần sau. Mình chưa hài lòng ở điểm đó",neg,đũa giấy_ăn không mong quán bổ_sung hài_lòng
"Mua chắc cũng hơn 10 ly rồi mà ly này hơi thất vọng , quá ít trân châuuuu huhu khóc 🥲",neg,mua 10 ly ly hơi thất_vọng trân_châu huhu khóc 🥲
tô bún riêu của em không có thịt luôn ạ...tô bún 30k mà chỉ được 2 miếng tàu hủ bé bé với miếng huyết thôi:(((,neg,tô bún riêu không thịt tô bún 30k 2 miếng tàu hủ bé bé miếng huyết thôibuồn
Mình đặt nước dừa yêu cầu không bỏ đường vì nghĩ dừa bổ ra từ trái đã ngọt sẵn rồi. Nhưng shipper ship tới bảo là quán nói nước dừa đã khuấy đường sẵn rồi. Giờ cứ như thể uống nước đường chứ không phải nước dừa nữa vì nó ngọt lịm luôn.,neg,dừa yêu_cầu không đường dừa bổ trái sẵn shipper ship bảo quán dừa khuấy đường sẵn như_thể uống đường không dừa ngọt_lịm
Đặt phần có trứng nhưng cửa hàng Giao thiếu cái trứng. Ăn ngon nhưng rất buồn,neg,trứng cửa_hàng giao trứng ngon buồn
